Class
n465bd9219c7740ad9ce659a7bc2d5244b52
n465bd9219c7740ad9ce659a7bc2d5244b57
n465bd9219c7740ad9ce659a7bc2d5244b58
n465bd9219c7740ad9ce659a7bc2d5244b59
n465bd9219c7740ad9ce659a7bc2d5244b60
n465bd9219c7740ad9ce659a7bc2d5244b61
n465bd9219c7740ad9ce659a7bc2d5244b62
n465bd9219c7740ad9ce659a7bc2d5244b63
n465bd9219c7740ad9ce659a7bc2d5244b64
n465bd9219c7740ad9ce659a7bc2d5244b65
n465bd9219c7740ad9ce659a7bc2d5244b66
n465bd9219c7740ad9ce659a7bc2d5244b67
n465bd9219c7740ad9ce659a7bc2d5244b68
n465bd9219c7740ad9ce659a7bc2d5244b69
n465bd9219c7740ad9ce659a7bc2d5244b7
n465bd9219c7740ad9ce659a7bc2d5244b70
n465bd9219c7740ad9ce659a7bc2d5244b71
n465bd9219c7740ad9ce659a7bc2d5244b72
n465bd9219c7740ad9ce659a7bc2d5244b73
n465bd9219c7740ad9ce659a7bc2d5244b74
n465bd9219c7740ad9ce659a7bc2d5244b75
n465bd9219c7740ad9ce659a7bc2d5244b76
n465bd9219c7740ad9ce659a7bc2d5244b77
n465bd9219c7740ad9ce659a7bc2d5244b78
n465bd9219c7740ad9ce659a7bc2d5244b79
n465bd9219c7740ad9ce659a7bc2d5244b8
n465bd9219c7740ad9ce659a7bc2d5244b80
n465bd9219c7740ad9ce659a7bc2d5244b81
n465bd9219c7740ad9ce659a7bc2d5244b82
n465bd9219c7740ad9ce659a7bc2d5244b83
n465bd9219c7740ad9ce659a7bc2d5244b84
n465bd9219c7740ad9ce659a7bc2d5244b85
n465bd9219c7740ad9ce659a7bc2d5244b86
n465bd9219c7740ad9ce659a7bc2d5244b87
n465bd9219c7740ad9ce659a7bc2d5244b9
prefecturalLevel
townshipLevel
乡（镇、街道）范围
县级行政区
县级行政区包含市辖区，县级市，县，自治县，旗，自治旗，特区，林区
县级行政区（县级市）
国家行政区
地市级行政区
地市级行政区包含地级市，地区，自治州，盟
水系
河流
流域
流经
湖泊
省级行政区
省级行政区包含省，自治区，直辖市，特别行政区
自然、文化区域
行政区划单元
行政村（社区）
释义：乡级行政区划单元。我国乡镇行政区包括：区公所、镇、乡、苏木、民族乡、民族苏木、街道。
释义：县级行政区划单元。我国县级行政区包括：市辖区，县级市，县，自治县，旗，自治旗，特区，林区。
释义：省级行政区划单元。我国省级行政区包括：省，自治区，直辖市，特别行政区。
